stage ,Check_id,check_desc,stratum1,stratum2,stratum3,stratum4,stratum5,ºñ°í,dq_category,dq_subcategory,dq_severity,origin_tool,comment,,
META ,128 ,Too low visit propotion per visit type (monthly),Dev_Visit,,,,,,plausibility,temporal,,DQUEEN,,,
CDM,129 ,Too high visit proportion per visit_type (monthly),visit_detail,,,,,,plausibility,temporal,,DQUEEN,Too high visit type ,,
CDM,129 ,Too high visit proportion per visit_type (monthly),visit_occurrence,,,,,,plausibility,temporal,,DQUEEN,Too high visit type ,,
CDM,130 ,"Too high visit proportion per visit_type (group by person_id, visit_date )",visit_detail ,,,,,,plausibility,temporal,,DQUEEN,,,
CDM,130 ,"Too high visit proportion per visit_type (group by person_id, visit_date )",visit_occurrence,,,,,,plausibility,temporal,,DQUEEN,,,
META ,131 ,Too high visit proportion per visit_type (monthly),Dev_clinicalnote,,,,,,plausibility,temporal,,DQUEEN,,,
META ,131 ,Too high visit proportion per visit_type (monthly),Dev_cost,,,,,,plausibility,temporal,,DQUEEN,,,
META ,131 ,Too high visit proportion per visit_type (monthly),Dev_device,,,,,,plausibility,temporal,,DQUEEN,,,
META ,131 ,Too high visit proportion per visit_type (monthly),Dev_Diagnosis,,,,,,plausibility,temporal,,DQUEEN,,,
META ,131 ,Too high visit proportion per visit_type (monthly),Dev_Drug,,,,,,plausibility,temporal,,DQUEEN,,,
META ,131 ,Too high visit proportion per visit_type (monthly),Dev_Measurement ,,,,,,plausibility,temporal,,DQUEEN,,,
META ,131 ,Too high visit proportion per visit_type (monthly),Dev_Observation,,,,,,plausibility,temporal,,DQUEEN,,,
META ,131 ,Too high visit proportion per visit_type (monthly),Dev_Procedure,,,,,,plausibility,temporal,,DQUEEN,,,
META ,131 ,Too high visit proportion per visit_type (monthly),Dev_Specimen ,,,,,,plausibility,temporal,,DQUEEN,,,
META ,131 ,Too high visit proportion per visit_type (monthly),Dev_Visit,,,,,,plausibility,temporal,,DQUEEN,,,
CDM,132 ,one patients should be have 1 more observation period ,observation_period,,,,,,completeness,conditional,,Achilles,,,
CDM,132 ,one patients should be have 1 more observation period ,person ,,,,,,completeness,conditional,,Achilles,,,
META ,133 ,one patients should be have 1 more observation period ,Dev_period,,,,,,completeness,conditional,,DQUEEN,,,
META ,133 ,one patients should be have 1 more observation period ,dev_person,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",condition_era,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",condition_occurrence,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",cost,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",device_exposure,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",drug_era,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",drug_exposure,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",measurement,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",observation,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",observation_period,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",payer_plan_period,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",person,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",procedure_occurrence,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",specimen,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",visit_detail,,,,,,completeness,conditional,,DQUEEN,,,
CDM,134 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",visit_occurrence,,,,,,completeness,conditional,,DQUEEN,,,
META ,135 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",Dev_cost,,,,,,completeness,conditional,,DQUEEN,,,
META ,135 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",Dev_device,,,,,,completeness,conditional,,DQUEEN,,,
META ,135 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",Dev_Diagnosis,,,,,,completeness,conditional,,DQUEEN,,,
META ,135 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",Dev_Drug,,,,,,completeness,conditional,,DQUEEN,,,
META ,135 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",Dev_Measurement ,,,,,,completeness,conditional,,DQUEEN,,,
META ,135 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",Dev_Observation,,,,,,completeness,conditional,,DQUEEN,,,
META ,135 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",Dev_Procedure,,,,,,completeness,conditional,,DQUEEN,,,
META ,135 ,"row count result of CDM initial table should be upper the number of total patients
(threshold value : number of patients) ",Dev_Visit,,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,care_site,dev_siteinfo,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,condition_occurrence,dev_dagnosis,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,cost,dev_cost,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,death,dev_death,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,device_exposure,dev_device,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,drug_exposure,dev_drug,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,measurement,dev_measurement,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,note,dev_clinicalnote,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,observation,dev_observation,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,observation_period,dev_period,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,payer_plan_period,dev_payer,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,person,dev_person,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,procedure_occurrence,dev_procedure,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,provider,dev_provider,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,specimen,dev_specimen,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,visit_detail,dev_visit,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,136 ,CDM row count result should be equal or greater than metadata row count result,visit_occurrence,dev_visit,,,,,completeness,conditional,,DQUEEN,,,
CDM,137 ,"Percentage of patients with at least 1 Measurement, 1 Dx and 1 Rx is below threshold",condiion_occurrence,person,,,,,completeness,conditional,,Achilles,,,
CDM,137 ,"Percentage of patients with at least 1 Measurement, 1 Dx and 1 Rx is below threshold",drug_exposure,person,,,,,completeness,conditional,,Achilles,±³ÁöÇÕ ÆÞ½¼ Ä«¿îÆ® *1.0 (ºÐÀÚ),,
CDM,137 ,"Percentage of patients with at least 1 Measurement, 1 Dx and 1 Rx is below threshold",measurement,person,,,,,completeness,conditional,,Achilles,ÆÞ½¼ (ºÐ¸ð),,
CDM,137 ,"Percentage of patients with at least 1 Measurement, 1 Dx and 1 Rx is below threshold",procedure_occurrence,person,,,,,completeness,conditional,,Achilles,,,
META ,138 ,"Percentage of patients with at least 1 Measurement, 1 Dx and 1 Rx is below threshold",dev_diagnosis,dev_peron,,,,,completeness,conditional,,Achilles,,,
META ,138 ,"Percentage of patients with at least 1 Measurement, 1 Dx and 1 Rx is below threshold",dev_drug,dev_peron,,,,,completeness,conditional,,Achilles,,,
META ,138 ,"Percentage of patients with at least 1 Measurement, 1 Dx and 1 Rx is below threshold",dev_measurement,dev_peron,,,,,completeness,conditional,,Achilles,,,
META ,138 ,"Percentage of patients with at least 1 Measurement, 1 Dx and 1 Rx is below threshold",dev_procedure,dev_peron,,,,,completeness,conditional,,Achilles,,,
CDM,139 ,No weight data in MEASUREMENT table,measurement,,,,,,completeness,conditional,,Achilles,,,
META ,140 ,No weight data in MEASUREMENT table,dev_measurement,,,,,,completeness,conditional,,Achilles,,,
CDM,141 ,missng data proportion per measurment result,measurement,,,,,,completeness,,,DQUEEN,,,
META ,142 ,missng data proportion per measurment result,dev_measurement,,,,,,completeness,,,DQUEEN,,,
CDM,143 ,note data density per note type ,note,visit_occurrence,,,,,completeness,conditional,,Achilles,with visit ,,
META ,144 ,note data density per note type ,dev_note,dev_visit ,,,,,completeness,conditional,,Achilles,with visit ,,
CDM,145 ,Provider Specialty data density,provider ,,,,,,completeness,conditional,,Achilles,55°³ medianÀÎµ¥ Áö±ÝÀº 2°³ ÀÌÇÏ ,,
CDM,146 ,data length of note data should be equal or greater than threshold ,note,,,,,,completeness,conditional,,DQUEEN,,,
META ,147 ,data length of note data should be equal or greater than threshold ,dev_clinicalnote,,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,care_site,dev_siteinfo,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,condition_occurrence,dev_dagnosis,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,cost,dev_cost,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,death,dev_death,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,device_exposure,dev_device,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,drug_exposure,dev_drug,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,measurement,dev_measurement,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,note,dev_clinicalnote,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,observation,dev_observation,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,observation_period,dev_period,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,payer_plan_period,dev_payer,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,person,dev_person,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,procedure_occurrence,dev_procedure,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,provider,dev_provider,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,specimen,dev_specimen,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,visit_detail,dev_visit,,,,,completeness,conditional,,DQUEEN,,,
CDM & META,148 ,CDM data size should be equal or greater than meta data size ,visit_occurrence,dev_visit,,,,,completeness,conditional,,DQUEEN,,,
CDM,149 ,returns percentage of records having null value in a given field,care_site,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,condition_occurrence,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,cost,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,death,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,device_exposure,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,drug_exposure,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,measurement,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,note,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,observation,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,observation_period,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,payer_plan_period,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,person,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,procedure_occurrence,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,provider,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,specimen,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,visit_detail,,,,,,completeness,,,DQ tool kit,,,
CDM,149 ,returns percentage of records having null value in a given field,visit_occurrence,,,,,,completeness,,,DQ tool kit,,,
META ,150 ,returns percentage of records having null value in a given field,dev_clinicalnote,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_cost,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_dagnosis,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_death,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_device,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_drug,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_measurement,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_observation,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_payer,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_period,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_person,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_procedure,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_provider,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_siteinfo,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_specimen,,,,,,completeness,,,DQUEEN,,,
META ,150 ,returns percentage of records having null value in a given field,dev_visit,,,,,,completeness,,,DQUEEN,,,
CDM,151 ,no matching concepts,care_site,place_of_service_concept_id,,,,,completeness,,,DQ tool kit,,,
CDM,151 ,no matching concepts,condition_occurrence,condition_type_concept_id,,,,,completeness,,,DQ tool kit,,,
CDM,151 ,no matching concepts,death,cause_source_concept_id,,,,,completeness,,,DQ tool kit,,,
CDM,151 ,no matching concepts,device_exposure,device_concept_id,,,,,completeness,,,Achilles,,,
CDM,151 ,no matching concepts,drug_exposure,drug_type_concept_id,,,,,completeness,,,DQ tool kit,,,
CDM,151 ,no matching concepts,measurement,measurement_concept_id,,,,,completeness,,,DQ tool kit,,,
CDM,151 ,no matching concepts,observation,observation_type_concept_id,,,,,completeness,,,DQ tool kit,,,
CDM,151 ,no matching concepts,person,gender_source_concept_id,,,,,completeness,,,DQ tool kit,,,
CDM,151 ,no matching concepts,procedure_occurrence,modifier_concept_id,,,,,completeness,,,DQ tool kit,,,
CDM,151 ,no matching concepts,provider,gender_concept_id,,,,,completeness,,,DQ tool kit,,,
CDM,151 ,no matching concepts,visit_occurrence,visit_type_concept_id,,,,,completeness,,,DQ tool kit,,,
CDM,152 ,data with unmapped concepts,care_site,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,condition_era,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,condition_occurrence,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,cost,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,death,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,device_exposure,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,domain,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,dose_era,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,drug_era,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,drug_exposure,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,measurement,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,note,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,note_nlp,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,observation,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,observation_period,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,payer_plan_period,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,person,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,procedure_occurrence,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,provider,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,specimen,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,visit_detail,,,,,,completeness,,,Achilles,,,
CDM,152 ,data with unmapped concepts,visit_occurrence,,,,,,completeness,,,Achilles,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),condition_era,,,,,,completeness,conditional ,,DQUEEN,"group by person_id, year",,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),condition_occurrence,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),device_exposure,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),dose_era,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),drug_era,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),drug_exposure,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),measurement,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),note,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),observation,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),observation_period,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),payer_plan_period,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),person,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),procedure_occurrence,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),provider,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),specimen,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),visit_detail,,,,,,completeness,conditional ,,DQUEEN,,,
CDM,153 ,Confirm the activation patient proportion per table (distribution patients),visit_occurrence,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_clinicalnote,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_cost,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_dagnosis,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_death,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_device,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_drug,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_measurement,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_observation,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_payer,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_period,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_person,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_procedure,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_provider,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_specimen,,,,,,completeness,conditional ,,DQUEEN,,,
META ,154 ,Confirm the activation patient proportion per table (distribution patients),dev_visit,,,,,,completeness,conditional ,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_clinicalnote,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_cost,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_dagnosis,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_death,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_device,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_drug,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_measurement,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_observation,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_payer,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_period,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_person,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_procedure,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_provider,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_specimen,,,,,,conformance,reation,,DQUEEN,,,
META ,155 ,The amount of data loaded will be proportional the ptient's visit rate ,dev_visit,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,condition_era,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,condition_occurrence,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,device_exposure,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,dose_era,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,drug_era,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,drug_exposure,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,measurement,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,note,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,observation,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,observation_period,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,payer_plan_period,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,person,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,procedure_occurrence,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,provider,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,specimen,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,visit_detail,,,,,,conformance,reation,,DQUEEN,,,
CDM,156 ,The amount of data loaded will be proportional the ptient's visit rate ,visit_occurrence,,,,,,conformance,reation,,DQUEEN,,,
CDM,157 ,out of observation period data (start date),condition_era,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),condition_occurrence,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),death,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),device_exposure,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),dose_era,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),drug_era,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),drug_exposure,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),drug_strength,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),measurement,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),note,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),note_nlp,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),observation,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),observation_period,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),payer_plan_period,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),person,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),procedure_occurrence,,,,,,Plausibility,temporal,,Achilles,,,
CDM,157 ,out of observation period data (start date),specimen,,,,,,Plausibility,temporal,,Achilles,,,
